編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
2154,387000000A,66000,66000000,北區,租賃房屋,臺中市北區東光東街８１號４樓之１０,7.58,住,,,11209,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831214,29,62.86,1,2,1,有,有,8000,127,,0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註)
2155,387000000A,66000,66000000,北區,租賃房屋,臺中市北區北平路二段２１６之３號,0,,,,11210,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751120,37,116.84,3,2,2,有,無,15000,128,,0,0,,2(資料揭露)
2156,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區雙十路二段６９之１號,17.78,住,,,11207,二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,740323,38,133.29,4,2,2,有,有,17000,128,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
2157,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅川西路四段１４７之６號３樓之１,14.7,住,,,11208,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831122,29,125.38,3,2,2,有,有,16000,128,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
2158,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區中清路一段７５２號３樓,18.79,住,,,11203,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701229,41,70.54,1,1,1,有,有,9000,128,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
2159,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區育隆路１３巷３號,82,商,,,11201,全,2,透天厝,住家用,鋼筋混凝土加強磚造,570912,54,116.83,3,2,2,有,無,15000,128,,0,0,社會住宅包租代管公會版(2期),5(揭露且明細顯示備註)
2160,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區南京東路二段１０５巷４０之４號,40.4,住,,,11206,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690321,43,108.7,3,2,2,有,無,14000,129,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
2161,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施  B２-４３,0.39,商,,,11210,,,其他,,,,18,27.9,0,0,0,無,無,3600,,坡道平面,27.9,3600,其他(車位清潔保養費);續租案件;,2(資料揭露)
2162,387000000A,66000,66000000,北區,租賃房屋,臺中市北區文武街２號８樓之１,10.58,商,,,11211,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,771130,35,124.13,3,2,2,有,有,16000,129,,0,0,,2(資料揭露)
2163,387000000A,66000,66000000,北區,租賃房屋+車位,臺中市北區五權路２５９號５樓之５,0,,,,11210,五層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,890705,23,149.85,4,1,2,有,有,19500,130,坡道平面,0,0,,2(資料揭露)
2164,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區榮華街１６３號,76,住,,,11207,全,4,透天厝,住商用,鋼筋混凝土造,690827,43,246.61,6,2,4,有,無,32000,130,,0,0,,2(資料揭露)
2165,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區漢口路四段４９號６樓之１１,4.14,住,,,11204,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821211,29,53.98,1,0,1,有,有,7000,130,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
2166,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區太原路二段２１５巷１弄１４之１號,33.16,商,,,11207,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691027,43,91.71,3,2,2,有,無,12000,131,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
2167,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅亭街５５５之２號,21.63,住,,,11206,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780619,34,129.83,3,2,2,有,有,17000,131,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
2168,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區武漢街７９號,34.83,住,,,11203,見其他登記事項,6,店面(店鋪),商業用,鋼筋混凝土造,810523,31,204.49,1,0,3,有,有,27000,132,,0,0,,2(資料揭露)
2169,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區健行路４４３號１４樓之１８,6.12,住,,,11202,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840526,28,52.88,1,0,1,有,有,7000,132,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
2170,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區東光路４１０號５樓,22.88,住,,,11202,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780926,33,112.88,3,2,2,有,無,15000,133,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
2171,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區武昌路２０２之３號,23.73,住,,,11201,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760122,36,97.62,3,2,2,有,無,13000,133,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
2172,387000000A,66000,66000000,北區,建物,臺中市北區中清路一段５２１號,4796,住,,,11204,見其他登記事項,20,辦公商業大樓,商業用,鋼筋混凝土造,780311,34,17999.82,226,1,226,有,無,2400000,133,,0,0,,2(資料揭露)
2173,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施  B１-７,0.38,商,,,11205,,,其他,,,,17,27.9,0,0,0,有,有,3700,,坡道平面,27.9,3700,,2(資料揭露)
2174,387000000A,66000,66000000,北區,租賃房屋,臺中市北區三民路三段９４巷９之４號,28.2,住,,,11209,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680219,45,112.65,3,2,2,有,無,15000,133,,0,0,社會住宅包租代管公會版(4期182),5(揭露且明細顯示備註)
2175,387000000A,66000,66000000,北區,建物,臺中市北區北屯路７３巷３之２號,0,住,,,11207,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690324,43,120.61,3,2,1,有,有,16000,133,,0,0,共有三位共住人，除申報人外，其餘兩位資料為劉子易：E125645902楊晶淯：N226290240,2(資料揭露)
2176,387000000A,66000,66000000,北區,租賃房屋,臺中市北區進化北路２６３號１０樓之１１,5.16,住,,,11209,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821014,30,50.89,1,0,1,有,有,6800,134,,0,0,社會住宅包租代管公會版(4期124),5(揭露且明細顯示備註)
2177,387000000A,66000,66000000,北區,租賃房屋,臺中市北區中清路一段６９０號十四樓之１,12.16,住,,,11210,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880616,24,149.66,3,2,2,有,有,20000,134,,0,0,社會住宅包租代管公會版(31期31-1)續租案件;,5(揭露且明細顯示備註)
2178,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區北平路二段２８之６號,41.32,住,,,11206,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781103,34,145.13,3,2,2,有,有,19500,134,,0,0,社會住宅包租代管公會版(3期409-1),5(揭露且明細顯示備註)
2179,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區博館一街５巷６之５號,30.6,住,,,11203,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720819,40,97.24,3,2,2,有,無,13000,134,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
2180,387000000A,66000,66000000,北區,建物,臺中市北區育德路１１８號１１樓之２,0,住,,,11203,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881223,23,222.54,4,2,3,有,有,30000,135,,0,0,,2(資料揭露)
2181,387000000A,66000,66000000,北區,租賃房屋,臺中市北區民權路３５９巷２３之３號,29.2,住,,,11209,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691218,43,96.3,3,2,2,有,無,13000,135,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
2182,387000000A,66000,66000000,北區,建物,臺中市北區學士路２４８巷３５號５樓之１１,0,住,,,11201,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840614,28,44.4,1,0,1,有,有,6000,135,,0,0,社宅案件,5(揭露且明細顯示備註)
2183,387000000A,66000,66000000,北區,建物,臺中市北區錦祥街２８號８樓,0,商,,,11202,八層,8,華廈(10層含以下有電梯),住家用,ＲＣ造,930322,19,147.84,3,1,1,有,有,20000,135,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費及每月管理費1500元皆由承租人負擔。,5(揭露且明細顯示備註)
2184,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區永興街１１４號３樓之１,5.83,住,,,11201,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780419,34,47.65,1,0,1,有,有,6500,136,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
2185,387000000A,66000,66000000,北區,租賃房屋,臺中市北區梅亭街６７０之３號,24.5,住,,,11210,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710225,42,73.3,3,2,2,有,無,10000,136,,0,0,社會住宅包租代管案件租金市價打9折,5(揭露且明細顯示備註)
2186,387000000A,66000,66000000,北區,建物,臺中市北區金龍街３６巷６號３樓之１,0,住,,,11207,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,810321,31,95.69,3,2,2,有,有,13000,136,,0,0,,2(資料揭露)
2187,387000000A,66000,66000000,北區,建物,臺中市北區興進路１１７之２號８樓之１,0,住,,,11203,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860725,26,147.31,3,2,2,有,有,20000,136,,0,0,,2(資料揭露)
2188,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區榮華街２０巷７號,24.71,住,,,11204,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701204,41,66.28,2,1,1,有,有,9000,136,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
2189,387000000A,66000,66000000,北區,租賃房屋+車位,臺中市北區天津路二段４９巷１４號４樓,0,,,,11211,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830430,30,187.29,3,2,2,有,有,25500,136,坡道平面,0,2500,續租案件;,2(資料揭露)
2190,387000000A,66000,66000000,北區,建物,臺中市北區進化北路３６７號１８樓之２５,0,住,,,11205,十八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830207,29,33.47,1,0,0,無,有,4600,137,,0,0,,2(資料揭露)
2191,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區台灣大道一段６４６號２樓,22,商,,,11205,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750627,37,98.51,3,1,2,有,無,13600,138,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
2192,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區雙十路二段７５巷４之３號,31.2,住,,,11205,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701104,41,108.75,3,2,2,有,無,15000,138,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
2193,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施  B３-１１５,0.25,商,,,11207,,,其他,,,,18,15.94,0,0,0,有,有,2200,,坡道機械,15.94,2200,含車道清潔費,5(揭露且明細顯示備註)
2194,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施B３-６,0.25,商,,,11204,,,其他,,,,17,15.94,0,0,0,有,有,2200,,坡道機械,15.94,2200,,2(資料揭露)
2195,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號B３-３９等公共設施,0.25,商,,,11203,,,其他,,,,17,15.94,0,0,0,有,有,2200,,坡道機械,15.94,2200,,2(資料揭露)
2196,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區民權路４６２巷６之４號,26.83,住,,,11207,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681208,44,83.09,3,2,1,有,無,11500,138,,0,0,社會住宅包租代管公會版(4期034),5(揭露且明細顯示備註)
2197,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區博館二街５６號５樓之２,26.05,住,,,11208,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890414,23,174.02,4,2,2,有,有,24000,138,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
2198,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施  B３-２０,0,,,,11210,,,其他,,,,18,15.94,0,0,0,無,無,2200,,坡道機械,15.94,2200,其他(清潔保養費);,2(資料揭露)
2199,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施,0.25,商,,,11201,,,其他,,,,17,15.94,0,0,0,有,無,2200,,坡道機械,15.94,2200,,5(揭露且明細顯示備註)
2200,387000000A,66000,66000000,北區,車位,臺中市北區進化北路３１７號等公共設施,0.25,商,,,11112,,,其他,,,,17,15.94,0,0,0,有,有,2200,,坡道機械,15.94,2200,,2(資料揭露)
2201,387000000A,66000,66000000,北區,建物,臺中市北區錦平街１１號４樓之１,0,住,,,11201,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841205,27,201.76,5,2,3,有,有,28000,139,,0,0,台中市政府社會住宅包租代管計畫 ；水電瓦斯費、網路費由承租人另外負擔。,5(揭露且明細顯示備註)
2202,387000000A,66000,66000000,北區,租賃房屋+車位,臺中市北區中清路一段８０號十一樓之８,6,商,,,11211,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850601,27,107.94,3,2,1,有,有,15000,139,坡道機械,0,0,社會住宅包租代管公會版(4期232),5(揭露且明細顯示備註)
2203,387000000A,66000,66000000,北區,租賃房屋,臺中市北區太原五街２４號８樓之５,0,,,,11209,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811208,31,48.93,1,0,1,有,有,6800,139,,0,0,,2(資料揭露)
2204,387000000A,66000,66000000,北區,建物,臺中市北區美德街３５２巷６號,0,住,,,11207,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,690214,43,46.84,1,0,0,無,無,6500,139,,0,0,,2(資料揭露)
2205,387000000A,66000,66000000,北區,房地(土地+建物)+車位,臺中市北區進化北路２５９號十二樓之１１,6.2,住,,,11207,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970122,16,107.74,1,1,1,有,有,15000,139,坡道平面,23.38,0,社會住宅包租代管公會版(4期050),5(揭露且明細顯示備註)
2206,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅川東路三段１３７之２號,19.78,住,,,11207,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680813,44,86.27,3,2,2,有,無,12000,139,,0,0,社會住宅包租代管公會版(4期054),5(揭露且明細顯示備註)
2207,387000000A,66000,66000000,北區,建物,臺中市北區文昌東一街２９２號７樓之３,0,住,,,11208,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830203,30,107.55,3,2,2,有,有,15000,139,,0,0,住宅及都市更新中心社會住宅包租代管計畫 ，水電瓦斯費及每月管理費2000元皆由承租人負擔。,5(揭露且明細顯示備註)
2208,387000000A,66000,66000000,北區,建物,臺中市北區東光路３４２巷２２號１４樓,0,住,,,11206,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831214,28,140.33,4,2,2,有,有,19500,139,坡道機械,19.83,0,社宅案件,5(揭露且明細顯示備註)
2209,387000000A,66000,66000000,北區,租賃房屋+車位,臺中市北區崇德路一段２５６巷２號５樓-８,26.77,住,,,11210,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820209,31,142.52,4,2,2,有,有,20000,140,坡道平面,0,0,,2(資料揭露)
2210,387000000A,66000,66000000,北區,租賃房屋,臺中市北區漢口路四段６６號１４樓之１２.１３,13.48,住,,,11211,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850715,27,64.49,1,1,1,有,有,9000,140,,0,0,含有多個門牌且未個別計算租金;,2(資料揭露)
2211,387000000A,66000,66000000,北區,租賃房屋,臺中市北區瑞祥街３１之３號,0,,,,11210,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701223,42,77.83,3,2,1,有,無,11000,141,,0,0,,2(資料揭露)
